#QueryTime	UserID	Query	ItemRank	ClickURL
2008-11-13 00:06:24	2858711	eckerd college	1	http://www.eckerd.edu
2008-11-13 00:06:24	3141587	summer dresses	1	http://www.edressme.com
2008-11-13 00:06:25	2799180	west airlines	1	http://www.americawest.com
2008-11-13 00:06:25	426204	magnolia collectible plates	3	http://www.victorianreflections.com
2008-11-13 00:06:27	1162796	make a astronaut costume from items at home	30	http://www.angelfire.com
2008-11-13 00:06:27	3247522	macromedia flash player		
2008-11-13 00:06:28	2976027	myspace	1	http://www.myspace.com
2008-11-13 00:06:28	784627	anime		
2008-11-13 00:06:29	1437666	www.koiclassifieds.com		
2008-11-13 00:06:29	1505614	reading eagle	1	http://www.readingeagle.com
2008-11-13 00:06:29	2077672	oregon state tax returns	3	http://www.online-taxes.com
2008-11-13 00:06:29	2921246	settling an estate	1	http://www.afsp.org
2008-11-13 00:06:29	2921246	settling an estate	2	http://web.fidelity.com
2008-11-13 00:06:29	2921246	settling an estate	3	http://www.mccallbros.com
2008-11-13 00:06:29	2921246	settling an estate	4	http://www.advocis.ca
2008-11-13 00:06:29	2921246	settling an estate	8	http://pfp.aicpa.org
2008-11-13 00:06:29	2966342	tv shows of movie stars date of death		
2008-11-13 00:06:30	1211147	reveal r.e.m.	1	http://www.amazon.com
2008-11-13 00:06:30	2834405	wwww.webmd.com		
2008-11-13 00:06:31	1778541	billingb		
2008-11-13 00:06:31	2660096	paternity tests		
2008-11-13 00:06:32	2167477	http uscis.gov graphics formsfee forms index.htm		
2008-11-13 00:06:33	2050490	http www.wlwphant list.com		
2008-11-13 00:06:34	2758820	teaching ideas	8	http://www.mcps.k12.md.us
2008-11-13 00:06:34	658741	www.oursaviour.org		
2008-11-13 00:06:35	275731	people that i fucking hate .com	2	http://www.xanga.com
2008-11-13 00:06:35	3563718	www.homesandlandalska.com		
2008-11-13 00:06:36	1339040	formals		
2008-11-13 00:06:36	1365989	middletown journal	1	http://www.middletownjournal.com
2008-11-13 00:06:36	626335	free screensaers	1	http://free-screensafers.wayomingwear.com
2008-11-13 00:06:37	2555569	www.herpy.beoch.net		
2008-11-13 00:06:38	601956	mariah carey lyrics	1	http://www.sing365.com
2008-11-13 00:06:38	784627	manga		
2008-11-13 00:06:39	2461929	evo.qksrv.net		
2008-11-13 00:06:39	3247522	macromedia flash player	1	http://www.macromedia.com
2008-11-13 00:06:40	72326	www.myspace.c		
2008-11-13 00:06:40	959977	disablityassist.gov		
2008-11-13 00:06:41	2645802	recommendation letters	5	http://jobsearchtech.about.com
2008-11-13 00:06:41	3146629	google	1	http://www.google.com
2008-11-13 00:06:41	361368	89.com	1	http://www.89.com
2008-11-13 00:06:42	1812358	hidden mountain cabins gatlinburg	2	http://www.auntbug.com
2008-11-13 00:06:42	1812358	hidden mountain cabins gatlinburg	3	http://www.tripadvisor.com
2008-11-13 00:06:42	3273985	quixtar.com	1	http://www.quixtar.com
2008-11-13 00:06:43	1573516	misty dawn 25 goggle		
2008-11-13 00:06:43	1821306	broadband for aol	1	http://www.aol.co.uk
2008-11-13 00:06:43	526619	vampire freaks.com	1	http://www.vampirefreaks.com
2008-11-13 00:06:45	1969336	omb		
2008-11-13 00:06:45	2957680	visual tour.com.		
2008-11-13 00:06:46	358756	google		
2008-11-13 00:06:46	492002	tyler sherrell		
2008-11-13 00:06:46	827536	dhhs nc group homes	4	http://www.toddlertime.com
2008-11-13 00:06:48	1623240	christians taking other christians to court	8	http://www.canadianchristianity.com
2008-11-13 00:06:48	1833275	scan a documents		
2008-11-13 00:06:48	2113779	www.reginnaworks4u.com		
2008-11-13 00:06:48	2381027	ohiolottery.com	1	http://www.ohiolottery.com
2008-11-13 00:06:48	2834405	www.webmd.com		
2008-11-13 00:06:50	72326	www.myspace.c		
2008-11-13 00:06:52	1110844	kniffen	356	http://venus.soci.niu.edu
2008-11-13 00:06:52	1110844	kniffen	366	http://freepages.genealogy.rootsweb.com
2008-11-13 00:06:52	3571611	industrial revolution editorial	1	http://www.rusd.k12.ca.us
2008-11-13 00:06:53	2262799	yahoo.com	1	http://www.yahoo.com
2008-11-13 00:06:53	2262799	yahoo.com	1	http://www.yahoo.com
2008-11-13 00:06:53	3353040	my space plus		
2008-11-13 00:06:53	784627	manga		
2008-11-13 00:06:54	2050490	http www.elephant list.com	1	http://www-elephantlist-com.niofn.com
2008-11-13 00:06:56	1492683	finding a volunteer position		
2008-11-13 00:06:57	1119846	www.coloradosprings		
2008-11-13 00:06:57	80663	pangaea		
2008-11-13 00:06:57	899467	yahoo messenger	1	http://messenger.yahoo.com
2008-11-13 00:06:57	899467	yahoo messenger	4	http://uk.messenger.yahoo.com
2008-11-13 00:06:57	899467	yahoo messenger	6	http://chat.yahoo.com
2008-11-13 00:06:57	899467	yahoo messenger	7	http://www.oldversion.com
2008-11-13 00:06:58	1409232	evo.qksrv.net		
2008-11-13 00:06:58	1905345	address labels		
2008-11-13 00:06:58	3026481	-		
2008-11-13 00:06:58	3026481	www.mindscape.com		
2008-11-13 00:06:58	699806	mayhem death suicide	2	http://www.anus.com
2008-11-13 00:06:59	461601	hslda	1	http://www.hslda.org
2008-11-13 00:07:00	959977	disablityassist.com		
2008-11-13 00:07:01	1573516	misty dawn 25 goggle		
2008-11-13 00:07:01	3416404	ebaumsworld		
2008-11-13 00:07:01	697414	muellenberg school district		
2008-11-13 00:07:02	2185833	much madness is divinest sense dickinson explained	1	http://classiclit.about.com
2008-11-13 00:07:02	2578966	macys.com	1	http://www.macys.com
2008-11-13 00:07:03	1725293	ask	1	http://www.ask.com
2008-11-13 00:07:03	1725293	ask	1	http://www.ask.com
2008-11-13 00:07:03	358756	john bourke		
2008-11-13 00:07:04	1969336	police supply	3	http://www.copsplus.com
2008-11-13 00:07:04	1969336	police supply	4	http://www.streichers.com
2008-11-13 00:07:04	1969336	police supply	8	http://www.ombps.com
2008-11-13 00:07:04	1969336	police supply	8	http://www.ombps.com
2008-11-13 00:07:04	2869025	whiskey a go go	5	http://www.locationsite.de
2008-11-13 00:07:05	2966342	tv shows of movie stars date of death		
2008-11-13 00:07:05	426346	printradio.com		
2008-11-13 00:07:06	1110277	buyvideos.com	1	http://www.buyvideos.com
2008-11-13 00:07:06	1127071	guardianship texas	8	http://www.lawyers.com
2008-11-13 00:07:08	1080530	www.modot.state.mo.us		
2008-11-13 00:07:08	3563718	www.homes and land alska.com		
2008-11-13 00:07:08	784627	manga		
2008-11-13 00:07:10	188495	www.bylths.com		
2008-11-13 00:07:11	1740150	victory 20freezers		
2008-11-13 00:07:11	3494326	martin show	3	http://www.tv.com
2008-11-13 00:07:11	480227	wamu.om		
2008-11-13 00:07:12	3416404	sick world	1	http://www.faulkingtruth.com
2008-11-13 00:07:12	3416404	sick world	2	http://www.foulmouthshirts.com
2008-11-13 00:07:13	2297029	sahara grassland	5	http://www.blueplanetbiomes.org
2008-11-13 00:07:13	2821410	unc basketball.com	1	http://www.uncbasketball.com
2008-11-13 00:07:13	3580928	www.laynebryantcoupon.com		
2008-11-13 00:07:14	1978780	ixora shrub plants		
2008-11-13 00:07:14	2971722	netscape		
2008-11-13 00:07:15	1895648	bass pro		
2008-11-13 00:07:15	2823474	adult fun site	1	http://www.adultfunsite.com
2008-11-13 00:07:15	2938432	mri		
2008-11-13 00:07:15	3269812	giantess garden	4	http://www.giganta.org
2008-11-13 00:07:15	735249	njhjldsupport.org		
2008-11-13 00:07:17	1327116	www.n.y.s.us		
2008-11-13 00:07:17	1494167	liberian-connection.com		
2008-11-13 00:07:17	3353040	my space plus tracker		
2008-11-13 00:07:19	2320999	university of houston library	2	http://library.uh.edu
2008-11-13 00:07:20	1026307	elephant man	1	http://www.imdb.com
2008-11-13 00:07:20	3025661	guitar room.com		
2008-11-13 00:07:20	3081666	past searchs		
2008-11-13 00:07:20	3167065	is it right to spank children at home or in school		
2008-11-13 00:07:21	1573516	misty dawn 25 goggle		
2008-11-13 00:07:21	2199992	mardi gras colors respresentation		
2008-11-13 00:07:22	529518	seth a. kohler		
2008-11-13 00:07:24	1740150	victory 20 freezers	6	http://www.epinions.com
2008-11-13 00:07:24	1740150	victory 20 freezers	7	http://www.bigtray.com
2008-11-13 00:07:25	1362331	dumpafile	1	http://www.dumpafile.com
2008-11-13 00:07:25	188495	shotguns	3	http://www.remington.com
2008-11-13 00:07:25	188495	shotguns	4	http://www.shotgunworld.com
2008-11-13 00:07:25	188495	shotguns	7	http://www.walmart.com
2008-11-13 00:07:25	2769676	barnes and noble	1	http://www.barnesandnoble.com
2008-11-13 00:07:26	2251821	maiz	4	http://www.qfb.umich.mx
2008-11-13 00:07:26	2957680	virtual tour		
2008-11-13 00:07:26	80663	the visionaries		
2008-11-13 00:07:28	1640897	web file.com		
2008-11-13 00:07:28	492002	blckburn & mccune		
2008-11-13 00:07:29	1165224	yugih-deck.com		
2008-11-13 00:07:29	1224541	http mbnanet access.com		
2008-11-13 00:07:30	1523196	flint contest		
2008-11-13 00:07:30	3335430	rush limbaugh college degree	3	http://www.foxnews.com
2008-11-13 00:07:30	490220	t-mobile employment search	1	http://jobsearch.about.com
2008-11-13 00:07:30	490220	t-mobile employment search	2	http://www.bluearrow.co.uk
2008-11-13 00:07:30	787256	www.travellarcity.com		
2008-11-13 00:07:32	2498749	oneidaware	1	http://www.bettycrocker.com
2008-11-13 00:07:32	2498749	oneidaware	5	http://www.replacements.com
2008-11-13 00:07:32	2498749	oneidaware	6	http://www.pastpresent.net
2008-11-13 00:07:32	3622626	what is the planet for libra	28	http://www.stariq.com
2008-11-13 00:07:33	1119846	www.coloradosprings		
2008-11-13 00:07:33	2631169	google	1	http://www.google.com
2008-11-13 00:07:33	722755	www.google.com	1	http://www.google.com
2008-11-13 00:07:33	722755	www.google.com	1	http://www.google.com
2008-11-13 00:07:34	1369167	cities and states	4	http://www.indiana.edu
2008-11-13 00:07:34	280466	myspaceditor.com		
2008-11-13 00:07:34	298016	sedna		
2008-11-13 00:07:34	988541	pontoon	85	http://www.iboats.com
2008-11-13 00:07:35	1214678	ebay		
2008-11-13 00:07:35	2729262	-		
2008-11-13 00:07:35	929339	101.nowfind.net		
2008-11-13 00:07:36	358756	john bourke		
2008-11-13 00:07:36	513862	rubber matting		
2008-11-13 00:07:37	3571611	industrial revolution editorial		
2008-11-13 00:07:37	804259	www.debraalderman.com		
2008-11-13 00:07:40	2584474	www.yahoo.com	3	http://mail.yahoo.com
2008-11-13 00:07:40	3306005	bow wow		
2008-11-13 00:07:40	529518	seth a. kohler		
2008-11-13 00:07:41	1986797	making purses		
2008-11-13 00:07:42	1473872	do virginia libraries have tax forms	8	http://www.rbc.edu
2008-11-13 00:07:42	1636218	www.comerford.org		
2008-11-13 00:07:42	280466	myspaceditor.com		
2008-11-13 00:07:43	3306005	pictures of lil bow wow	1	http://www.mtv.com
2008-11-13 00:07:43	492002	blackburn & mccune	1	http://www.blackburnandmccune.com
2008-11-13 00:07:44	1316084	dog food		
2008-11-13 00:07:44	2758820	college teaching ideas	5	http://classweb.howardcc.edu
2008-11-13 00:07:44	87927	careersafeonline.com		
2008-11-13 00:07:46	1417464	long island rail road	2	http://www.mta.nyc.ny.us
2008-11-13 00:07:46	1732827	neporths.com		
2008-11-13 00:07:46	2443804	www.fafsa.edu		
2008-11-13 00:07:46	2938432	copd		
2008-11-13 00:07:47	2729262	the gopher state		
2008-11-13 00:07:47	3149348	treatment renal blockage kidney atrophying		
2008-11-13 00:07:47	3569118	berataairsofgun		
2008-11-13 00:07:47	529518	seth kohler		
2008-11-13 00:07:48	990636	search painkillers online	90	http://www.thaivisa.com
2008-11-13 00:07:48	990636	search painkillers online	91	http://daciel.da.funpic.de
2008-11-13 00:07:49	1408161	national association christian athletics com		
2008-11-13 00:07:50	1442691	dream growns		
2008-11-13 00:07:50	1623985	best cell phones and prices	2	http://www.cnet.com
2008-11-13 00:07:52	1469522	sue devitt eye shadow		
2008-11-13 00:07:52	3160491	www.amsou.com		
2008-11-13 00:07:53	1533495	crossword puzzles		
2008-11-13 00:07:54	1534637	www.discotecaambis.com		
2008-11-13 00:07:54	3528248	www.ebay.com		
2008-11-13 00:07:55	1921593	adultsoccerturnaments		
2008-11-13 00:07:55	2168094	inmate sin spanish means	10	http://www.proz.com
2008-11-13 00:07:55	529518	seth kohler	4	http://www.delvalrampages.com
2008-11-13 00:07:56	1636218	www.comerford.org		
2008-11-13 00:07:56	2062937	articles lake champlain champ	28	http://www.trueauthority.com
2008-11-13 00:07:56	2062937	articles lake champlain champ	39	http://www.nesportsman.com
2008-11-13 00:07:56	3510831	www.bankfoamerica.com		
2008-11-13 00:07:56	988507	cache		
2008-11-13 00:07:57	2966342	tv shows of movie stars date of death		
2008-11-13 00:07:57	3085833	dodge		
2008-11-13 00:07:58	2199992	mardi gras colors	8	http://www.classbrain.com
2008-11-13 00:07:59	3113735	fisting		
2008-11-13 00:08:00	1732827	newporths.com		
2008-11-13 00:08:00	3569118	berata airsoftgun		
2008-11-13 00:08:00	3622515	flash 8 effects		
2008-11-13 00:08:01	2718627	google	1	http://www.google.com
2008-11-13 00:08:02	1110844	kniffen		
2008-11-13 00:08:02	2006692	c02 laser doctors	14	http://www.google.com
2008-11-13 00:08:02	2006692	c02 laser doctors	19	http://www.clinicakrulig.com
2008-11-13 00:08:02	2006692	c02 laser doctors	21	http://www.derma-clinic.com
2008-11-13 00:08:02	2006692	c02 laser doctors	22	http://www.cosmeticsurgeryoz.com
2008-11-13 00:08:02	2006692	c02 laser doctors	23	http://www.ienhance.com
2008-11-13 00:08:02	2006692	c02 laser doctors	24	http://www.acne.org
2008-11-13 00:08:02	2729262	the gopher state		
2008-11-13 00:08:02	275731	50cent fans.com		
2008-11-13 00:08:02	804259	www.debraalderman.com		
2008-11-13 00:08:03	3312059	latinanude		
2008-11-13 00:08:04	2322410	tsu	2	http://www.tnstate.edu
2008-11-13 00:08:04	2322410	tsu	2	http://www.tnstate.edu
2008-11-13 00:08:04	64723	celebrity dancing & aol blog		
2008-11-13 00:08:05	3385976	yeast infection	10	http://www.intelihealth.com
2008-11-13 00:08:05	3385976	yeast infection	1	http://www.msu.edu
2008-11-13 00:08:05	3385976	yeast infection	1	http://www.msu.edu
2008-11-13 00:08:05	3385976	yeast infection	5	http://www.fda.gov
2008-11-13 00:08:05	3622626	libra		
2008-11-13 00:08:06	1237527	tatoo removal centers in ohio	9	http://www.tattoo-removal-info.com
2008-11-13 00:08:06	2910907	yusef weston	1	http://www.embracedbythelight.com
2008-11-13 00:08:06	658741	church of our saviour park ave. nyc	2	http://www.oursaviournyc.org
2008-11-13 00:08:08	1732827	newports.com		
2008-11-13 00:08:08	3422626	ed		
2008-11-13 00:08:08	751964	www.webhostingtroops.com		
2008-11-13 00:08:09	1636218	www.comerford.com		
2008-11-13 00:08:09	2729262	the gopher state		
2008-11-13 00:08:09	474138	keyword		
2008-11-13 00:08:10	2218713	collapsed lung	13	http://health.allrefer.com
2008-11-13 00:08:10	2218713	collapsed lung	15	http://lungdiseases.about.com
2008-11-13 00:08:10	280466	myspacestore.com		
2008-11-13 00:08:10	3447232	dscs.state.la.us	1	http://www.dscs.state.la.us
2008-11-13 00:08:10	79522	realtysouth.com	1	http://www.realtysouth.com
2008-11-13 00:08:10	79522	realtysouth.com	1	http://www.realtysouth.com
2008-11-13 00:08:11	1732827	newporths.com		
2008-11-13 00:08:12	3622515	flash 8 effects		
2008-11-13 00:08:13	1521	webmaste.drunkenmature.net		
2008-11-13 00:08:13	1521	webmaste.drunkenmature.net		
2008-11-13 00:08:13	860205	br http		
2008-11-13 00:08:14	30365	kinesiologas en lima	27	http://nenasperu.com
2008-11-13 00:08:14	30365	kinesiologas en lima	29	http://putas-peruanas.aa-0.com
2008-11-13 00:08:14	30365	kinesiologas en lima	36	http://1451.rkwf5b.info
2008-11-13 00:08:15	1496183	www.party poker .net		
2008-11-13 00:08:15	155801	www.starherald.com		
2008-11-13 00:08:15	458186	sn.com	4	http://www.msn.com
2008-11-13 00:08:16	1979892	bahama breeze restaurant in livonia mi	1	http://detroit.citysearch.com
2008-11-13 00:08:16	275731	50 cent fans.com		
2008-11-13 00:08:16	2807602	.oprah.com		
2008-11-13 00:08:18	1640897	web file.com		
2008-11-13 00:08:18	2729262	the gopher state		
2008-11-13 00:08:18	298016	sedna		
2008-11-13 00:08:18	461601	the teaching home	1	http://www.teachinghome.com
2008-11-13 00:08:19	1244486	bull masiff	1	http://www.animalstamps.com
2008-11-13 00:08:19	1244486	bull masiff	2	http://www.oldbulldogs.com
2008-11-13 00:08:20	1534637	www.discotecas.com		
2008-11-13 00:08:20	2905236	arthritis		
2008-11-13 00:08:20	626335	free screensavers	1	http://www.freesaver.com
2008-11-13 00:08:21	3220381	my space.com	1	http://www.myspace.com
2008-11-13 00:08:21	3220381	my space.com	1	http://www.myspace.com
2008-11-13 00:08:21	3220381	my space.com	1	http://www.myspace.com
2008-11-13 00:08:22	1119846	www.coloradosprings		
2008-11-13 00:08:23	3335430	rush limbaugh college bio	4	http://pssht.com
2008-11-13 00:08:23	3335430	rush limbaugh college bio	5	http://www.answers.com
2008-11-13 00:08:24	358756	john bourke		
2008-11-13 00:08:24	408280	notom utility suite		
2008-11-13 00:08:24	993658	newsmax	1	http://www.newsmax.com
2008-11-13 00:08:25	3505627	ronaldinho		
2008-11-13 00:08:26	2729262	the gopher state		
2008-11-13 00:08:26	3113735	fisting		
2008-11-13 00:08:27	3167065	is it right to spank children at home or in school	6	http://www.connectforkids.org
2008-11-13 00:08:28	1321993	free download .wsa .wav ball game take me		
2008-11-13 00:08:28	1440025	pma insurance	1	http://www.pmagroup.com
2008-11-13 00:08:28	2699246	free ebooks non fiction	1	http://www.globusz.com
2008-11-13 00:08:28	2699246	free ebooks non fiction	4	http://www.fictionwise.com
2008-11-13 00:08:28	2699246	free ebooks non fiction	6	http://www.agoodread.com
2008-11-13 00:08:28	2699246	free ebooks non fiction	7	http://www.mindlikewater.com
2008-11-13 00:08:28	2699246	free ebooks non fiction	9	http://www.websuccesscentral.com
2008-11-13 00:08:28	413804	valencia spain	1	http://www.red2000.com
2008-11-13 00:08:28	413804	valencia spain	5	http://www.spain-info.com
2008-11-13 00:08:29	1947411	tom deregt		
2008-11-13 00:08:29	2013863	www.arrowheadspringwater.cm		
2008-11-13 00:08:29	3571611	industrial revolution editorial essay		
2008-11-13 00:08:30	1135035	google	1	http://www.google.com
2008-11-13 00:08:30	163716	sendapet.net		
2008-11-13 00:08:30	2297029	sahel	4	http://maps.unomaha.edu
2008-11-13 00:08:30	2758820	college teaching ideas		
2008-11-13 00:08:31	1110844	kniffen		
2008-11-13 00:08:31	2185833	prevailing attitudes of the age of reason		
2008-11-13 00:08:32	1119846	www.newspaper	2	http://www.newspaper.co.kr
2008-11-13 00:08:32	1732827	newportharborhs.com		
2008-11-13 00:08:32	2328688	dicitionary		
2008-11-13 00:08:32	860205	br http	8	http://www.cia.gov
2008-11-13 00:08:33	1123219	verizon	1	http://www.verizon.com
2008-11-13 00:08:34	1125644	csupomona.edu		
2008-11-13 00:08:34	2729262	the gopher state		
2008-11-13 00:08:35	1636218	www.comercford.com		
2008-11-13 00:08:35	2328688	dictionary		
2008-11-13 00:08:36	3074372	cherry animated		
2008-11-13 00:08:36	3141000	google.com	1	http://www.google.com
2008-11-13 00:08:36	810158	bioenergetica 20on 20dallas		
2008-11-13 00:08:37	1469522	sue devitt eye shadow	15	http://www.sephora.com
2008-11-13 00:08:37	1469522	sue devitt eye shadow	16	http://www.dealtime.com
2008-11-13 00:08:37	1732827	newportharborhigh.com		
2008-11-13 00:08:37	2534045	clarke american	1	http://www.clarkeamerican.com
2008-11-13 00:08:37	263201	ebay		
2008-11-13 00:08:37	3113735	fisting		
2008-11-13 00:08:38	1645100	hot in hollywood.com		
2008-11-13 00:08:38	697414	berks county school districts	1	http://www.berksiu.k12.pa.us
2008-11-13 00:08:41	1654905	i want you back poems	1	http://www.poemsforfree.com
2008-11-13 00:08:42	1546883	ako	1	http://www.us.army.mil
2008-11-13 00:08:42	1546883	ako	2	https://www.us.army.mil/
2008-11-13 00:08:42	1546883	ako	2	https://www.us.army.mil/
2008-11-13 00:08:42	556178	mardi gras	3	http://www.mardigrasday.com
2008-11-13 00:08:42	556178	mardi gras	6	http://mardigras.neworleans.com
2008-11-13 00:08:43	2094990	samsung fun club	1	http://www.samsungmobile.com
2008-11-13 00:08:43	2970006	us-mirror.www.ai.net		
2008-11-13 00:08:43	30011	netspend.c		
2008-11-13 00:08:44	1523196	horney poker	5	http://www.ringsurf.com
2008-11-13 00:08:45	263201	ebay		
2008-11-13 00:08:46	1636218	www.comerford.com		
2008-11-13 00:08:46	2869025	house of blues sunset strip	1	http://www.hob.com
2008-11-13 00:08:47	2905236	merck	2	http://www.merck.com
2008-11-13 00:08:48	3188169	core-mark.com		
2008-11-13 00:08:48	59172	ultimate guitar	1	http://www.ultimate-guitar.com
2008-11-13 00:08:48	833739	wwww.fa		
2008-11-13 00:08:49	1162796	make a astronaut costume from items at home		
2008-11-13 00:08:49	3074372	cherry animated		
2008-11-13 00:08:50	2410994	rights of men and women	6	http://www.geocities.com
2008-11-13 00:08:50	2767386	mapquest.com	1	http://www.mapquest.com
2008-11-13 00:08:50	36894	christian sicence	2	http://christian-science-monitor.ftheo.com
2008-11-13 00:08:50	474138	tietze syndrome		
2008-11-13 00:08:52	1369167	u.s. cities	1	http://www.city-data.com
2008-11-13 00:08:52	2670445	naacp		
2008-11-13 00:08:52	280466	myspaceditor.com		
2008-11-13 00:08:53	1966125	ragdoll breeders in g	13	http://dmoz.org
2008-11-13 00:08:53	30011	netspend.com	1	http://www.netspend.com
2008-11-13 00:08:53	585269	maternity clothes	19	http://www.olianmaternity.com
2008-11-13 00:08:54	1352434	flnb.com	3	http://www.flnb.com
2008-11-13 00:08:54	3343357	http www.san antonio.com		
2008-11-13 00:08:57	155801	www.starherald.net	1	http://www.starherald.net
2008-11-13 00:08:57	155801	www.starherald.net	1	http://www.starherald.net
2008-11-13 00:08:57	2445419	colombianos en mexico		
2008-11-13 00:08:58	1921593	csa		
2008-11-13 00:08:58	2002757	the muppets	10	http://www.matthewbarr.co.uk
2008-11-13 00:08:58	2002757	the muppets	1	http://muppets.go.com
2008-11-13 00:08:58	2002757	the muppets	5	http://www.imdb.com
2008-11-13 00:08:58	2185833	attitudes of the age of reason		
2008-11-13 00:08:58	2617942	courier journal newspaper louisville ky	1	http://www.courier-journal.com
2008-11-13 00:08:58	2729262	minnesota		
2008-11-13 00:08:59	492002	blackburn & mccune		
2008-11-13 00:09:00	3074372	cherry animated		
2008-11-13 00:09:02	112043	ww		
2008-11-13 00:09:02	153764	ohio lottery	1	http://www.ohiolottery.com
2008-11-13 00:09:02	18756	wwww.myspace.com		
2008-11-13 00:09:02	2758820	teaching psychology	1	http://www.ithaca.edu
2008-11-13 00:09:02	2758820	teaching psychology	2	http://teachpsych.lemoyne.edu
2008-11-13 00:09:02	2758820	teaching psychology	5	http://psych.hanover.edu
2008-11-13 00:09:02	2758820	teaching psychology	7	http://www.socialpsychology.org
2008-11-13 00:09:02	2758820	teaching psychology	9	http://www.nitop.org
2008-11-13 00:09:03	2699317	gs ul csa		
2008-11-13 00:09:03	3088655	premrosestables.com		
2008-11-13 00:09:03	784627	manga		
2008-11-13 00:09:04	2358594	what is my planet		
2008-11-13 00:09:04	2560037	craigslist	1	http://www.craigslist.org
2008-11-13 00:09:05	10189	raimbow graphs rifle stocks		
2008-11-13 00:09:05	163716	sendapet.net		
2008-11-13 00:09:05	18756	wwww.myspace.com		
2008-11-13 00:09:05	192090	honda motorcyle engines	1	http://used.barking-moonbat.com
2008-11-13 00:09:05	3015940	chat avenue	1	http://www.chat-avenue.com
2008-11-13 00:09:05	408280	symantec utility suite	6	http://reviews.cnet.com
2008-11-13 00:09:06	2729262	minnesota		
2008-11-13 00:09:06	2966342	tv shows of movie stars date of death		
2008-11-13 00:09:07	1110844	kniffen		
2008-11-13 00:09:08	1245063	city.richmond.ca		
2008-11-13 00:09:08	1636218	www.comerford.org		
2008-11-13 00:09:08	252388	my spave		
2008-11-13 00:09:09	1645100	hotinhollywood.com	2	http://www.hotinhollywood.com
2008-11-13 00:09:09	18756	www.myspace.com		
2008-11-13 00:09:09	2933610	gsmworld.com		
2008-11-13 00:09:09	3074372	cherry animated		
2008-11-13 00:09:09	358756	john bourke illinois		
2008-11-13 00:09:10	2345510	sierra games.com		
2008-11-13 00:09:10	3312059	latinanude		
2008-11-13 00:09:10	74791	leeclerk.org	1	http://leeclerk.org
2008-11-13 00:09:10	74791	leeclerk.org	4	http://www.lee-county.com
2008-11-13 00:09:11	1402187	us airways		
2008-11-13 00:09:11	2168094	carcel en mexico	1	http://www.nuestraamerica.info
2008-11-13 00:09:11	3252132	how to open up a nonprofit	2	http://www.oreillynet.com
2008-11-13 00:09:12	18756	www.myspace.com	1	http://www.myspace.com
2008-11-13 00:09:12	3113735	fisting	5	http://www.sickestsites.com
2008-11-13 00:09:12	3149348	treatment renal blockage kidney atrophying		
2008-11-13 00:09:12	472414	http		
2008-11-13 00:09:12	512762	yahoo	1	http://www.yahoo.com
2008-11-13 00:09:14	2358594	what is libra's planet	10	http://www.astrologycom.com
2008-11-13 00:09:14	2358594	what is libra's planet	5	http://www.skyscript.co.uk
2008-11-13 00:09:14	2358594	what is libra's planet	6	http://lifeandhealth.guardian.co.uk
2008-11-13 00:09:14	2358594	what is libra's planet	9	http://www.novareinna.com
2008-11-13 00:09:14	2557198	framesi	1	http://www.framesi.it
2008-11-13 00:09:14	2557198	framesi	3	http://www.spiralhaircase.com
2008-11-13 00:09:14	2729262	minnesota		
2008-11-13 00:09:15	163716	sendapet.net		
2008-11-13 00:09:16	1901105	loan to start small bunissess		
2008-11-13 00:09:16	3060347	michael english	13	http://www.tbn.org
2008-11-13 00:09:18	1805585	baseball cap washer	2	http://www.seenontv.com
2008-11-13 00:09:18	252388	my space	1	http://www.myspace.com
2008-11-13 00:09:19	263201	ebay		
2008-11-13 00:09:20	1417464	grand central	1	http://www.grandcentralterminal.com
2008-11-13 00:09:20	2767672	google.com	1	http://www.google.com
2008-11-13 00:09:20	280466	myspaceditor.org		
2008-11-13 00:09:20	3074372	cherry animated		
2008-11-13 00:09:20	784627	candy gals		
2008-11-13 00:09:21	2227517	sarasota herald tribune		
2008-11-13 00:09:21	3273080	elpaso texas newspaper	1	http://www.elpasotimes.com
2008-11-13 00:09:22	2961027	candy chocolate	9	http://www.sugarcraft.com
2008-11-13 00:09:22	3014487	ladodgers.com	1	http://losangeles.dodgers.mlb.com
2008-11-13 00:09:22	760082	www.csulb.edu.ca		
2008-11-13 00:09:23	1127071	texas family law		
2008-11-13 00:09:23	1162796	make a astronaut costume from items at home		
2008-11-13 00:09:23	2029172	go xango.com	10	http://499530.rxgnoedc.info
2008-11-13 00:09:23	2843675	cricinfo	1	http://www.cricinfo.com
2008-11-13 00:09:24	2913988	weather channel	1	http://www.weather.com
2008-11-13 00:09:24	2913988	weather channel	3	http://www.weatherchannel.com.au
2008-11-13 00:09:24	541268	im help		
2008-11-13 00:09:25	1636218	www.cars.com		
2008-11-13 00:09:25	2729262	minnesota		
2008-11-13 00:09:25	3387634	aruba	4	http://www.visitaruba.com
2008-11-13 00:09:27	1901105	loan to start small business		
2008-11-13 00:09:27	541268	im help		
2008-11-13 00:09:27	74791	leeclerk.org		
2008-11-13 00:09:28	1111959	cingular wireless.com	1	http://www.cingular.com
2008-11-13 00:09:28	146415	e-bay		
2008-11-13 00:09:29	1725293	ask jeeves	1	http://www.ask.com
2008-11-13 00:09:29	1725293	ask jeeves	7	http://legal.ask.com
2008-11-13 00:09:29	1978780	ixora shrub plants		
